YEAR,DATE,CAT,RACE,WINNER,RACE_URL
2018,11.10,1.HC,Gran Piemonte,S. Colbrelli,https://firstcycling.com/race.php?r=61&y=2018
2018,21.10,1.HC,Japan Cup,R. Power,https://firstcycling.com/race.php?r=95&y=2018
2018,23.10-31.10,2.HC,Tour of Hainan,F. Masnada,https://firstcycling.com/race.php?r=139&y=2018
2019,16.02-21.02,2.HC,Tour of Oman,A. Lutsenko,https://firstcycling.com/race.php?r=57&y=2019
2019,17.02,1.HC,Trofeo Laigueglia,S. Velasco,https://firstcycling.com/race.php?r=112&y=2019
2019,17.02,1.HC,Clasica de Almeria,P. Ackermann,https://firstcycling.com/race.php?r=129&y=2019
2019,20.02-24.02,2.HC,Vuelta a Andalucía,J. Fuglsang,https://firstcycling.com/race.php?r=110&y=2019
2019,20.02-24.02,2.HC,Volta ao Algarve,T. Pogacar,https://firstcycling.com/race.php?r=107&y=2019
2019,03.03,1.HC,Kuurne-Brussel-Kuurne,B. Jungels,https://firstcycling.com/race.php?r=84&y=2019
2019,10.03,1.HC,GP Industria & Artigianato,M. Schachmann,https://firstcycling.com/race.php?r=263&y=2019
2019,17.03,1.HC,Ronde van Drenthe,P. Ligthart,https://firstcycling.com/race.php?r=131&y=2019
2019,20.03,1.HC,Nokere Koerse,C. Bol,https://firstcycling.com/race.php?r=122&y=2019
