Year,Pos,Race,rider_id
2017,98,Giro d'Italia,5059
2016,99,Tour de France,5059
2015,DNF,Vuelta a España,5059
2014,88,Vuelta a España,5059
2022,61,Tour de France,6260
2021,115,Giro d'Italia,6260
2018,127,Vuelta a España,6260
2016,107,Tour de France,6260
2015,138,Vuelta a España,6260
2018,137,Tour de France,22133
2017,DNF,Tour de France,22133
2016,111,Tour de France,22133
2015,95,Vuelta a España,22133
2021,118,Tour de France,6266
2016,118,Tour de France,6266
2015,116,Giro d'Italia,6266
2024,97,Tour de France,1715
2023,117,Tour de France,1715
2022,127,Tour de France,1715
2022,93,Giro d'Italia,1715
2021,114,Tour de France,1715
2021,97,Giro d'Italia,1715
2020,99,Tour de France,1715
2019,112,Tour de France,1715
2019,70,Giro d'Italia,1715
2018,74,Giro d'Italia,1715
2017,107,Vuelta a España,1715
2017,109,Giro d'Italia,1715
2016,119,Tour de France,1715
2015,135,Giro d'Italia,1715
2014,100,Giro d'Italia,1715
2023,84,Tour de France,3355
2022,55,Vuelta a España,3355
2022,107,Giro d'Italia,3355
2021,69,Vuelta a España,3355
2020,DNF,Giro d'Italia,3355
2019,59,Vuelta a España,3355
2018,145,Tour de France,3355
2016,124,Tour de France,3355
2015,42,Vuelta a España,3355
2014,DNF,Vuelta a España,3355
2023,102,Giro d'Italia,3224
2022,120,Giro d'Italia,3224
2021,107,Vuelta a España,3224
2021,103,Giro d'Italia,3224
2020,94,Giro d'Italia,3224
2019,74,Giro d'Italia,3224
2018,108,Giro d'Italia,3224
2017,DNF,Vuelta a España,3224
2017,115,Giro d'Italia,3224
2016,93,Vuelta a España,3224
2016,128,Tour de France,3224
2012,107,Giro d'Italia,3224
2021,121,Giro d'Italia,1298
2020,122,Giro d'Italia,1298
2017,144,Giro d'Italia,1298
2016,139,Tour de France,1298
2015,148,Vuelta a España,1298
2015,145,Giro d'Italia,1298
2014,139,Giro d'Italia,1298
2013,159,Giro d'Italia,1298
2016,156,Tour de France,1973
2015,DNF,Giro d'Italia,1973
2014,DNF,Vuelta a España,1973
2014,116,Giro d'Italia,1973
2013,98,Giro d'Italia,1973
2012,113,Giro d'Italia,1973
2011,105,Giro d'Italia,1973
2009,149,Giro d'Italia,1973
2008,127,Vuelta a España,1973
2008,DNF,Giro d'Italia,1973
2007,141,Giro d'Italia,1973
2024,135,Tour de France,7720
2023,137,Tour de France,7720
2022,116,Tour de France,7720
2021,DNF,Giro d'Italia,7720
2019,145,Tour de France,7720
2018,DNF,Tour de France,7720
2017,156,Tour de France,7720
2016,160,Tour de France,7720
2016,167,Tour de France,774
2014,129,Vuelta a España,774
2024,136,Tour de France,16154
2022,120,Vuelta a España,16154
2021,DNF,Tour de France,16154
2017,DNF,Tour de France,16154
2016,170,Tour de France,16154
2024,113,Giro d'Italia,10382
2023,128,Vuelta a España,10382
2022,131,Giro d'Italia,10382
2021,104,Tour de France,10382
2020,119,Tour de France,10382
2019,133,Vuelta a España,10382
2018,88,Tour de France,10382
2017,91,Vuelta a España,10382
2016,DNF,Tour de France,10382
2018,15,Giro d'Italia,1001
2017,DNF,Vuelta a España,1001
2017,18,Tour de France,1001
2016,DNF,Giro d'Italia,1001
2015,20,Giro d'Italia,1001
2014,158,Vuelta a España,1001
2013,126,Vuelta a España,1001
2013,5,Giro d'Italia,1001
2011,59,Giro d'Italia,1001
2023,DNF,Vuelta a España,15752
2023,75,Tour de France,15752
2022,56,Tour de France,15752
2021,47,Tour de France,15752
2020,DNF,Tour de France,15752
2019,35,Vuelta a España,15752
2018,13,Tour de France,15752
2017,29,Tour de France,15752
2016,28,Vuelta a España,15752
2019,67,Giro d'Italia,3354
2018,52,Giro d'Italia,3354
2017,43,Tour de France,3354
2016,48,Giro d'Italia,3354
2015,67,Giro d'Italia,3354
2014,85,Vuelta a España,3354
2021,22,Vuelta a España,2741
2021,DNF,Giro d'Italia,2741
2020,DNF,Giro d'Italia,2741
2019,42,Vuelta a España,2741
2019,49,Giro d'Italia,2741
2018,16,Vuelta a España,2741
2018,18,Giro d'Italia,2741
2017,53,Tour de France,2741
2016,23,Vuelta a España,2741
2016,22,Giro d'Italia,2741
2015,13,Vuelta a España,2741
2014,DNF,Vuelta a España,2741
2014,29,Giro d'Italia,2741
2013,105,Giro d'Italia,2741
2012,13,Giro d'Italia,2741
2011,95,Giro d'Italia,2741
2020,DNF,Vuelta a España,10946
2018,DNF,Tour de France,10946
2017,DNF,Vuelta a España,10946
2017,68,Tour de France,10946
2016,48,Vuelta a España,10946
2016,50,Giro d'Italia,10946
2015,75,Giro d'Italia,10946
2014,58,Giro d'Italia,10946
2024,DNF,Tour de France,20584
2023,83,Tour de France,20584
2023,48,Giro d'Italia,20584
2022,40,Tour de France,20584
2021,30,Giro d'Italia,20584
2020,62,Tour de France,20584
2019,69,Tour de France,20584
2017,90,Tour de France,20584
2016,86,Giro d'Italia,20584
2020,DNF,Vuelta a España,4778
2019,62,Giro d'Italia,4778
2018,91,Vuelta a España,4778
2017,94,Tour de France,4778
2016,88,Giro d'Italia,4778
2015,66,Vuelta a España,4778
2014,91,Giro d'Italia,4778
2024,75,Tour de France,18260
2023,62,Tour de France,18260
2022,55,Tour de France,18260
2021,50,Tour de France,18260
2020,120,Tour de France,18260
2019,64,Tour de France,18260
2018,87,Tour de France,18260
2017,95,Tour de France,18260
2021,134,Vuelta a España,3299
2017,107,Tour de France,3299
2016,116,Vuelta a España,3299
2022,75,Vuelta a España,3287
2021,48,Giro d'Italia,3287
2019,DNF,Vuelta a España,3287
2019,DNF,Tour de France,3287
2018,DNF,Tour de France,3287
2017,114,Tour de France,3287
2016,DNF,Vuelta a España,3287
2017,DNF,Vuelta a España,2118
2017,119,Tour de France,2118
2017,DNF,Giro d'Italia,2118
2016,DNF,Giro d'Italia,2118
2015,80,Vuelta a España,2118
2014,90,Vuelta a España,2118
2013,76,Vuelta a España,2118
2012,66,Vuelta a España,2118
2010,52,Vuelta a España,2118
2008,21,Vuelta a España,2118
2021,52,Tour de France,2338
2020,93,Tour de France,2338
2019,85,Tour de France,2338
2018,109,Tour de France,2338
2017,122,Tour de France,2338
2016,95,Giro d'Italia,2338
2015,100,Giro d'Italia,2338
2014,94,Giro d'Italia,2338
2013,89,Giro d'Italia,2338
2012,100,Giro d'Italia,2338
2024,75,Giro d'Italia,407
2023,102,Tour de France,407
2022,DNF,Tour de France,407
2021,112,Tour de France,407
2020,82,Tour de France,407
2019,107,Tour de France,407
2018,107,Vuelta a España,407
2018,102,Giro d'Italia,407
2017,127,Tour de France,407
2016,81,Vuelta a España,407
2016,83,Giro d'Italia,407
2019,120,Tour de France,10950
2017,132,Tour de France,10950
2022,137,Giro d'Italia,7731
2021,134,Tour de France,7731
2020,123,Giro d'Italia,7731
2019,DNF,Tour de France,7731
2018,DNF,Tour de France,7731
2017,145,Tour de France,7731
2016,140,Giro d'Italia,7731
2015,142,Giro d'Italia,7731
2022,117,Vuelta a España,532
2022,73,Giro d'Italia,532
2021,54,Giro d'Italia,532
2020,66,Giro d'Italia,532
2020,80,Tour de France,532
2019,68,Vuelta a España,532
2019,48,Giro d'Italia,532
2018,64,Vuelta a España,532
2017,DNF,Tour de France,532
2017,14,Giro d'Italia,532
2016,51,Vuelta a España,532
2015,57,Vuelta a España,532
2015,25,Giro d'Italia,532
2014,DNF,Vuelta a España,532
2014,26,Giro d'Italia,532
2013,74,Vuelta a España,532
2013,57,Giro d'Italia,532
2012,51,Vuelta a España,532
2012,12,Giro d'Italia,532
2011,132,Vuelta a España,532
2011,13,Giro d'Italia,532
2010,71,Vuelta a España,532
2010,DNF,Giro d'Italia,532
2009,59,Giro d'Italia,532
2008,DNF,Giro d'Italia,532
2023,76,Vuelta a España,1580
2022,DNF,Tour de France,1580
2022,41,Giro d'Italia,1580
2021,DNF,Giro d'Italia,1580
2020,25,Giro d'Italia,1580
2019,65,Tour de France,1580
2018,61,Vuelta a España,1580
2017,DNF,Tour de France,1580
2016,25,Vuelta a España,1580
2015,32,Giro d'Italia,1580
2014,105,Vuelta a España,1580
2014,96,Giro d'Italia,1580
2013,43,Giro d'Italia,1580
2012,50,Giro d'Italia,1580
2010,DNF,Tour de France,1580
2024,29,Tour de France,58275
2023,55,Vuelta a España,58275
2023,36,Tour de France,58275
2021,6,Vuelta a España,58275
2021,1,Giro d'Italia,58275
2020,DNF,Tour de France,58275
2019,1,Tour de France,58275
2018,15,Tour de France,58275
2024,6,Vuelta a España,37378
2024,65,Tour de France,37378
2023,9,Tour de France,37378
2022,4,Tour de France,37378
2021,11,Tour de France,37378
2020,8,Vuelta a España,37378
2020,DNF,Tour de France,37378
2019,13,Tour de France,37378
2018,34,Tour de France,37378
2024,22,Tour de France,17182
2023,68,Vuelta a España,17182
2022,88,Vuelta a España,17182
2021,37,Tour de France,17182
2020,49,Giro d'Italia,17182
2019,30,Tour de France,17182
2018,35,Tour de France,17182
2017,85,Vuelta a España,17182
2017,42,Giro d'Italia,17182
2016,57,Vuelta a España,17182
2020,DNF,Giro d'Italia,22143
2019,65,Giro d'Italia,22143
2018,37,Tour de France,22143
2017,28,Vuelta a España,22143
2018,50,Vuelta a España,134
2018,60,Tour de France,134
2017,25,Vuelta a España,134
2017,21,Giro d'Italia,134
2015,24,Giro d'Italia,134
2014,12,Giro d'Italia,134
2013,11,Giro d'Italia,134
2009,36,Tour de France,134
2009,3,Giro d'Italia,134
2008,4,Giro d'Italia,134
2007,37,Vuelta a España,134
2007,9,Giro d'Italia,134
2006,8,Giro d'Italia,134
2005,47,Tour de France,134
2004,11,Giro d'Italia,134
2003,75,Tour de France,134
2003,9,Giro d'Italia,134
2002,16,Giro d'Italia,134
2001,20,Vuelta a España,134
2020,DNF,Giro d'Italia,2320
2019,98,Vuelta a España,2320
2018,53,Vuelta a España,2320
2018,61,Tour de France,2320
2017,DNF,Giro d'Italia,2320
2016,39,Vuelta a España,2320
2016,32,Giro d'Italia,2320
2015,76,Vuelta a España,2320
2015,37,Giro d'Italia,2320
2024,41,Vuelta a España,25726
2024,44,Tour de France,25726
2023,14,Vuelta a España,25726
2023,56,Tour de France,25726
2022,27,Vuelta a España,25726
2022,DNF,Tour de France,25726
2021,DNF,Tour de France,25726
2021,DNF,Giro d'Italia,25726
2020,18,Vuelta a España,25726
2020,21,Tour de France,25726
2019,9,Vuelta a España,25726
2019,37,Tour de France,25726
2018,62,Tour de France,25726
2017,48,Vuelta a España,25726
2021,113,Vuelta a España,9322
2020,69,Giro d'Italia,9322
2019,134,Tour de France,9322
2019,105,Giro d'Italia,9322
2018,72,Tour de France,9322
2018,71,Giro d'Italia,9322
2017,98,Vuelta a España,9322
2017,82,Giro d'Italia,9322
2016,76,Vuelta a España,9322
2016,78,Giro d'Italia,9322
2015,99,Giro d'Italia,9322
2014,73,Vuelta a España,9322
2024,126,Tour de France,3303
2023,129,Tour de France,3303
2022,59,Tour de France,3303
2021,59,Tour de France,3303
2019,72,Vuelta a España,3303
2018,83,Tour de France,3303
2017,67,Giro d'Italia,3303
2016,79,Vuelta a España,3303
2016,DNF,Giro d'Italia,3303
2015,52,Giro d'Italia,3303
2021,DNF,Giro d'Italia,2281
2020,108,Vuelta a España,2281
2019,74,Vuelta a España,2281
2018,103,Tour de France,2281
2017,55,Vuelta a España,2281
2017,47,Giro d'Italia,2281
2013,DNF,Vuelta a España,2281
2012,13,Vuelta a España,2281
2012,DNF,Giro d'Italia,2281
2020,129,Vuelta a España,1206
2018,106,Tour de France,1206
2017,108,Giro d'Italia,1206
2016,130,Vuelta a España,1206
2016,80,Giro d'Italia,1206
2015,139,Vuelta a España,1206
2013,97,Giro d'Italia,1206
2005,108,Giro d'Italia,1206
2024,115,Giro d'Italia,2978
2023,DNF,Vuelta a España,2978
2023,77,Giro d'Italia,2978
2022,118,Vuelta a España,2978
2022,112,Giro d'Italia,2978
2021,120,Giro d'Italia,2978
2020,DNF,Giro d'Italia,2978
2019,146,Tour de France,2978
2018,117,Tour de France,2978
2017,122,Giro d'Italia,2978
2016,150,Giro d'Italia,2978
2015,160,Giro d'Italia,2978
2014,154,Giro d'Italia,2978
2023,136,Tour de France,9042
2021,DNF,Tour de France,9042
2021,DNF,Giro d'Italia,9042
2020,142,Tour de France,9042
2019,118,Tour de France,9042
2019,DNF,Giro d'Italia,9042
2018,142,Tour de France,9042
2017,DNF,Giro d'Italia,9042
2015,126,Vuelta a España,9042
2024,DNF,Tour de France,1970
2023,118,Tour de France,1970
2021,141,Tour de France,1970
2020,127,Tour de France,1970
2019,78,Vuelta a España,1970
2018,DNF,Tour de France,1970
2017,129,Vuelta a España,1970
2024,3,Vuelta a España,1527
2024,19,Tour de France,1527
2023,6,Vuelta a España,1527
2023,DNF,Tour de France,1527
2022,2,Vuelta a España,1527
2022,DNF,Tour de France,1527
2021,2,Vuelta a España,1527
2021,6,Tour de France,1527
2020,5,Vuelta a España,1527
2020,5,Tour de France,1527
2019,22,Tour de France,1527
2018,2,Vuelta a España,1527
2017,71,Vuelta a España,1527
2024,DNF,Vuelta a España,27333
2024,15,Tour de France,27333
2023,DNF,Vuelta a España,27333
2023,10,Giro d'Italia,27333
2019,23,Tour de France,27333
2019,DNF,Giro d'Italia,27333
2018,DNF,Vuelta a España,27333
2017,24,Giro d'Italia,27333
2024,22,Vuelta a España,19784
2024,31,Tour de France,19784
2023,28,Tour de France,19784
2023,19,Giro d'Italia,19784
2022,DNF,Tour de France,19784
2021,3,Vuelta a España,19784
2021,DNF,Tour de France,19784
2020,DNF,Giro d'Italia,19784
2019,38,Tour de France,19784
2018,19,Vuelta a España,19784
2018,36,Giro d'Italia,19784
2017,21,Vuelta a España,19784
2016,117,Vuelta a España,19784
2024,74,Vuelta a España,8068
2023,35,Tour de France,8068
2022,18,Tour de France,8068
2021,17,Tour de France,8068
2019,12,Vuelta a España,8068
2019,44,Tour de France,8068
2018,33,Vuelta a España,8068
2017,75,Giro d'Italia,8068
2016,100,Vuelta a España,8068
2024,DNF,Tour de France,4863
2023,6,Tour de France,4863
2022,5,Giro d'Italia,4863
2021,9,Tour de France,4863
2021,13,Giro d'Italia,4863
2020,5,Giro d'Italia,4863
2020,16,Tour de France,4863
2019,54,Tour de France,4863
2019,31,Giro d'Italia,4863
2018,27,Vuelta a España,4863
2018,6,Giro d'Italia,4863
2017,23,Vuelta a España,4863
2017,66,Giro d'Italia,4863
2016,78,Vuelta a España,4863
2015,97,Vuelta a España,4863
2014,60,Vuelta a España,4863
2023,26,Vuelta a España,32592
2020,79,Vuelta a España,32592
2019,95,Tour de France,32592
2024,32,Vuelta a España,7781
2024,24,Tour de France,7781
2023,49,Giro d'Italia,7781
2022,35,Vuelta a España,7781
2022,26,Tour de France,7781
2021,DNF,Vuelta a España,7781
2021,101,Tour de France,7781
2020,30,Vuelta a España,7781
2020,19,Tour de France,7781
2019,105,Tour de France,7781
2017,73,Vuelta a España,7781
2017,57,Giro d'Italia,7781
2016,43,Giro d'Italia,7781
2015,29,Vuelta a España,7781
2014,66,Vuelta a España,7781
2024,117,Vuelta a España,4953
2023,DNF,Giro d'Italia,4953
2022,92,Tour de France,4953
2019,110,Tour de France,4953
2018,113,Vuelta a España,4953
2017,DNF,Vuelta a España,4953
2016,141,Vuelta a España,4953
2024,34,Tour de France,17252
2021,11,Vuelta a España,17252
2019,111,Tour de France,17252
2017,DNF,Vuelta a España,17252
2016,77,Vuelta a España,17252
2023,72,Vuelta a España,11828
2021,94,Tour de France,11828
2019,114,Tour de France,11828
2018,99,Vuelta a España,11828
2017,100,Vuelta a España,11828
2024,120,Vuelta a España,27121
2023,87,Tour de France,27121
2022,DNF,Tour de France,27121
2021,64,Tour de France,27121
2020,114,Tour de France,27121
2019,122,Tour de France,27121
2018,134,Vuelta a España,27121
2019,128,Tour de France,6536
2018,DNF,Vuelta a España,6536
2018,14,Giro d'Italia,6536
2017,DNF,Vuelta a España,6536
2017,60,Giro d'Italia,6536
2016,DNF,Vuelta a España,6536
2015,34,Vuelta a España,6536
2022,105,Giro d'Italia,16581
2019,136,Tour de France,16581
2023,DNF,Giro d'Italia,16823
2020,141,Tour de France,16823
2019,137,Tour de France,16823
2018,113,Giro d'Italia,16823
2016,DNF,Vuelta a España,16823
2024,25,Tour de France,37379
2023,20,Tour de France,37379
2022,10,Tour de France,37379
2021,42,Tour de France,37379
2020,27,Tour de France,37379
2019,13,Giro d'Italia,37379
2024,40,Vuelta a España,64106
2024,74,Tour de France,64106
2023,34,Tour de France,64106
2022,65,Vuelta a España,64106
2022,56,Giro d'Italia,64106
2021,36,Giro d'Italia,64106
2020,45,Tour de France,64106
2020,59,Vuelta a España,16795
2020,51,Tour de France,16795
2019,37,Vuelta a España,16795
2018,93,Giro d'Italia,16795
2024,21,Vuelta a España,17203
2024,46,Tour de France,17203
2023,63,Tour de France,17203
2022,DNF,Vuelta a España,17203
2021,35,Tour de France,17203
2020,53,Tour de France,17203
2024,31,Giro d'Italia,9302
2023,23,Tour de France,9302
2022,52,Tour de France,9302
2021,10,Vuelta a España,9302
2021,42,Giro d'Italia,9302
2020,9,Vuelta a España,9302
2020,63,Tour de France,9302
2019,36,Vuelta a España,9302
2018,27,Giro d'Italia,9302
2017,78,Giro d'Italia,9302
2024,66,Tour de France,16660
2023,50,Tour de France,16660
2022,78,Tour de France,16660
2021,DNF,Giro d'Italia,16660
2020,85,Tour de France,16660
2019,100,Giro d'Italia,16660
2018,73,Giro d'Italia,16660
2024,116,Tour de France,9234
2024,DNF,Giro d'Italia,9234
2023,112,Tour de France,9234
2022,100,Tour de France,9234
2021,109,Vuelta a España,9234
2021,102,Tour de France,9234
2020,88,Tour de France,9234
2019,DNF,Vuelta a España,9234
2018,141,Vuelta a España,9234
2017,107,Giro d'Italia,9234
2016,DNF,Giro d'Italia,9234
2015,108,Vuelta a España,9234
2015,138,Giro d'Italia,9234
2014,136,Giro d'Italia,9234
2013,123,Giro d'Italia,9234
2022,106,Vuelta a España,38146
2021,128,Tour de France,38146
2020,103,Tour de France,38146
2024,83,Giro d'Italia,49662
2022,69,Tour de France,49662
2021,89,Tour de France,49662
2020,106,Tour de France,49662
2024,DNF,Tour de France,16793
2023,105,Tour de France,16793
2023,DNF,Giro d'Italia,16793
2022,102,Vuelta a España,16793
2022,98,Tour de France,16793
2021,137,Tour de France,16793
2020,124,Tour de France,16793
2018,140,Giro d'Italia,16793
2017,138,Giro d'Italia,16793
2024,63,Tour de France,45754
2023,31,Tour de France,45754
2022,67,Tour de France,45754
2020,131,Tour de France,45754
2024,102,Tour de France,46959
2023,DNF,Giro d'Italia,46959
2022,116,Vuelta a España,46959
2021,DNF,Tour de France,46959
2020,133,Tour de France,46959
2024,127,Giro d'Italia,9210
2022,DNF,Tour de France,9210
2021,121,Tour de France,9210
2021,124,Giro d'Italia,9210
2020,134,Tour de France,9210
2019,137,Vuelta a España,9210
2018,156,Vuelta a España,9210
2024,16,Tour de France,27332
2023,11,Vuelta a España,27332
2023,DNF,Tour de France,27332
2022,DNF,Vuelta a España,27332
2021,20,Vuelta a España,27332
2020,DNF,Tour de France,27332
2019,76,Vuelta a España,27332
2024,72,Tour de France,11011
2023,30,Giro d'Italia,11011
2022,36,Giro d'Italia,11011
2021,44,Tour de France,11011
2021,15,Giro d'Italia,11011
2020,DNF,Vuelta a España,11011
2020,DNF,Tour de France,11011
2019,DNF,Vuelta a España,11011
2019,15,Giro d'Italia,11011
2018,22,Vuelta a España,11011
2018,10,Giro d'Italia,11011
2017,10,Giro d'Italia,11011
2016,9,Vuelta a España,11011
2016,31,Giro d'Italia,11011
2015,31,Giro d'Italia,11011
2024,23,Vuelta a España,6227
2023,34,Vuelta a España,6227
2023,DNF,Giro d'Italia,6227
2022,95,Tour de France,6227
2021,12,Tour de France,6227
2020,17,Vuelta a España,6227
2019,28,Giro d'Italia,6227
2018,33,Giro d'Italia,6227
2016,102,Vuelta a España,6227
2015,DNF,Vuelta a España,6227
2014,64,Giro d'Italia,6227
2013,DNF,Giro d'Italia,6227
2024,26,Giro d'Italia,27301
2023,55,Tour de France,27301
2023,15,Giro d'Italia,27301
2022,DNF,Tour de France,27301
2021,15,Tour de France,27301
2020,16,Giro d'Italia,27301
2023,DNF,Vuelta a España,16992
2023,DNF,Tour de France,16992
2022,DNF,Tour de France,16992
2021,18,Tour de France,16992
2021,DNF,Giro d'Italia,16992
2020,33,Giro d'Italia,16992
2019,17,Vuelta a España,16992
2022,65,Tour de France,27297
2021,22,Tour de France,27297
2022,93,Tour de France,46161
2021,55,Tour de France,46161
2024,DNF,Vuelta a España,27275
2023,46,Giro d'Italia,27275
2022,32,Giro d'Italia,27275
2021,63,Tour de France,27275
2020,93,Giro d'Italia,27275
2019,85,Giro d'Italia,27275
2017,151,Giro d'Italia,27275
2024,54,Vuelta a España,48539
2023,29,Giro d'Italia,48539
2022,70,Vuelta a España,48539
2022,19,Tour de France,48539
2021,69,Tour de France,48539
2020,15,Giro d'Italia,48539
2021,72,Tour de France,5395
2020,34,Giro d'Italia,5395
2019,DNF,Vuelta a España,5395
2019,21,Giro d'Italia,5395
2018,39,Giro d'Italia,5395
2017,56,Giro d'Italia,5395
2024,71,Tour de France,27307
2023,52,Tour de France,27307
2021,DNF,Vuelta a España,27307
2021,74,Tour de France,27307
2020,75,Vuelta a España,27307
2019,94,Vuelta a España,27307
2018,108,Vuelta a España,27307
2024,77,Tour de France,38803
2023,47,Tour de France,38803
2022,43,Tour de France,38803
2021,80,Tour de France,38803
2020,21,Vuelta a España,38803
2024,DNF,Tour de France,63055
2023,92,Tour de France,63055
2022,67,Vuelta a España,63055
2022,54,Tour de France,63055
2021,96,Tour de France,63055
2020,91,Vuelta a España,63055
2024,DNF,Tour de France,1937
2023,126,Tour de France,1937
2022,DNF,Tour de France,1937
2021,105,Tour de France,1937
2019,125,Giro d'Italia,1937
2018,117,Giro d'Italia,1937
2014,149,Vuelta a España,1937
2013,DNF,Vuelta a España,1937
2024,108,Giro d'Italia,66265
2023,123,Tour de France,66265
2022,123,Tour de France,66265
2021,110,Tour de France,66265
2020,97,Giro d'Italia,66265
2024,134,Vuelta a España,45602
2021,119,Tour de France,45602
2020,69,Vuelta a España,45602
2024,DNF,Tour de France,45368
2023,138,Tour de France,45368
2022,118,Tour de France,45368
2021,126,Tour de France,45368
2021,131,Tour de France,1276
2019,144,Vuelta a España,1276
2018,143,Vuelta a España,1276
2017,151,Vuelta a España,1276
2016,92,Vuelta a España,1276
2021,132,Tour de France,17183
2024,96,Tour de France,16672
2023,57,Tour de France,16672
2022,DNF,Tour de France,16672
2022,57,Giro d'Italia,16672
2021,DNF,Tour de France,16672
2024,8,Tour de France,68206
2023,DNF,Tour de France,68206
2022,20,Tour de France,68206
2021,98,Giro d'Italia,68206
2023,8,Giro d'Italia,66973
2022,27,Tour de France,66973
2024,10,Giro d'Italia,37447
2023,45,Vuelta a España,37447
2022,34,Tour de France,37447
2021,40,Vuelta a España,37447
2021,31,Giro d'Italia,37447
2020,40,Vuelta a España,37447
2019,99,Vuelta a España,37447
2018,117,Vuelta a España,37447
2024,89,Vuelta a España,7771
2023,75,Vuelta a España,7771
2022,90,Vuelta a España,7771
2022,41,Tour de France,7771
2019,73,Giro d'Italia,7771
2017,88,Giro d'Italia,7771
2015,118,Giro d'Italia,7771
2024,DNF,Vuelta a España,37325
2024,58,Tour de France,37325
2023,41,Tour de France,37325
2022,47,Tour de France,37325
2021,85,Vuelta a España,37325
2024,DNF,Giro d'Italia,43007
2022,53,Tour de France,43007
2020,DNF,Giro d'Italia,43007
2019,DNF,Vuelta a España,43007
2018,121,Vuelta a España,43007
2024,63,Vuelta a España,7729
2023,DNF,Giro d'Italia,7729
2022,63,Tour de France,7729
2022,43,Giro d'Italia,7729
2021,34,Vuelta a España,7729
2020,26,Giro d'Italia,7729
2019,26,Vuelta a España,7729
2018,80,Vuelta a España,7729
2024,DNF,Tour de France,19254
2022,84,Tour de France,19254
2024,65,Giro d'Italia,65240
2023,DNF,Vuelta a España,65240
2022,97,Tour de France,65240
2021,90,Vuelta a España,65240
2020,DNF,Vuelta a España,65240
2023,120,Tour de France,69912
2022,107,Tour de France,69912
2021,121,Vuelta a España,69912
2022,124,Tour de France,10802
2021,107,Giro d'Italia,10802
2022,125,Tour de France,32609
2024,18,Tour de France,37446
2023,7,Tour de France,37446
2022,10,Vuelta a España,37446
2022,1,Giro d'Italia,37446
2021,DNF,Giro d'Italia,37446
2020,2,Giro d'Italia,37446
2019,35,Giro d'Italia,37446
2018,32,Vuelta a España,37446
2024,20,Vuelta a España,57961
2023,25,Tour de France,57961
2024,47,Vuelta a España,38923
2023,69,Tour de France,38923
2022,60,Vuelta a España,38923
2021,90,Giro d'Italia,38923
2020,116,Giro d'Italia,38923
2023,70,Tour de France,47122
2023,DNF,Giro d'Italia,47122
2021,64,Giro d'Italia,47122
2024,55,Tour de France,27229
2023,85,Tour de France,27229
2024,DNF,Vuelta a España,82572
2023,90,Tour de France,82572
2023,144,Tour de France,44003
2024,115,Tour de France,71217
2023,DNF,Tour de France,71217
2022,72,Vuelta a España,71217
2024,3,Tour de France,84019
2023,12,Vuelta a España,84019
2023,DNF,Giro d'Italia,84019
2022,1,Vuelta a España,84019
2021,DNF,Giro d'Italia,84019
2024,DNF,Vuelta a España,50303
2024,4,Tour de France,50303
2023,9,Vuelta a España,50303
2023,3,Giro d'Italia,50303
2022,5,Vuelta a España,50303
2022,DNF,Giro d'Italia,50303
2021,6,Giro d'Italia,50303
2020,4,Giro d'Italia,50303
2024,9,Tour de France,37421
2023,22,Giro d'Italia,37421
2024,10,Tour de France,81835
2023,10,Vuelta a España,81835
2023,13,Giro d'Italia,81835
2022,DNF,Vuelta a España,81835
2022,12,Giro d'Italia,81835
2020,53,Vuelta a España,81835
2024,39,Tour de France,120433
2023,DNF,Vuelta a España,120433
2024,41,Tour de France,126678
2023,42,Vuelta a España,126678
2024,47,Tour de France,156417
2024,60,Tour de France,40783
2023,86,Vuelta a España,40783
2022,70,Giro d'Italia,40783
2021,61,Giro d'Italia,40783
2020,76,Giro d'Italia,40783
2024,62,Tour de France,110247
2024,DNF,Vuelta a España,16817
2024,110,Tour de France,16817
2023,97,Vuelta a España,16817
2023,57,Giro d'Italia,16817
2022,111,Giro d'Italia,16817
2021,114,Vuelta a España,16817
2021,102,Giro d'Italia,16817
2020,83,Giro d'Italia,16817
2019,124,Giro d'Italia,16817
2018,62,Giro d'Italia,16817
2017,DNF,Vuelta a España,16817
2024,112,Tour de France,9746
2023,82,Giro d'Italia,9746
2022,111,Vuelta a España,9746
2020,131,Vuelta a España,9746
2019,122,Giro d'Italia,9746
2024,117,Tour de France,94862
2023,127,Vuelta a España,94862
2024,118,Tour de France,71213
2023,88,Giro d'Italia,71213
2024,121,Tour de France,37466
2022,108,Vuelta a España,37466
2024,139,Tour de France,63295
2023,145,Vuelta a España,63295
2022,DNF,Vuelta a España,63295
2025,115,Giro d'Italia,27121
2025,64,Giro d'Italia,17203
2025,44,Giro d'Italia,6227
2025,10,Giro d'Italia,37447
