Rider_ID,Year,Age,TDF_Pos,Best_Pos_BT_UWT,Best_Pos_BT_PT,Best_Pos_AT_UWT_YB,Best_Pos_AT_PT_YB,Best_Pos_UWT_YB,Best_Pos_PT_YB,FC_Points_YB,FC_Pos_YB,best_tdf_result,best_other_gt_result,best_recent_tdf_result,best_recent_other_gt_result,tdf_debut,gt_debut,rode_giro,FC_Points,FC_Pos,Best_Pos_AT_UWT,Best_Pos_AT_PT,Best_Pos_UWT,Best_Pos_PT,Best_Pos_BT_UWT_YB,Best_Pos_BT_PT_YB
9302,2013,20,,,,,,,,0.0,169,,,,,,,,41.0,157,,94.0,,94.0,,
9302,2015,22,,,,,,,,0.0,173,,,,,,,,198.0,114,,25.0,,25.0,,
9302,2016,23,,28.0,,,25.0,,25.0,198.0,113,,,,,,,,306.0,82,24.0,,24.0,,,
9302,2017,24,,18.0,91.0,24.0,,24.0,,306.0,79,,,,,,,,351.0,73,,,18.0,91.0,28.0,
9302,2018,25,,10.0,9.0,,,18.0,91.0,351.0,72,,,,,,,,714.0,30,2.0,,2.0,9.0,18.0,91.0
9302,2019,26,,1.0,,2.0,,2.0,9.0,714.0,30,,,,,,,,960.0,21,5.0,,1.0,,10.0,9.0
9302,2020,27,63.0,9.0,36.0,5.0,,1.0,,960.0,21,,27.0,,27.0,1.0,,0.0,677.0,21,9.0,,9.0,36.0,1.0,
9302,2021,28,,42.0,34.0,9.0,,9.0,36.0,677.0,21,,,,,,,,640.0,36,10.0,,10.0,34.0,9.0,36.0
9302,2022,29,52.0,7.0,,10.0,,10.0,34.0,640.0,36,63.0,9.0,63.0,9.0,,,0.0,348.0,64,,13.0,7.0,13.0,42.0,34.0
9302,2023,30,23.0,21.0,,,13.0,7.0,13.0,348.0,64,52.0,9.0,52.0,9.0,,,0.0,828.0,24,9.0,2.0,9.0,2.0,7.0,
9302,2024,31,,30.0,7.0,9.0,2.0,9.0,2.0,828.0,24,,,,,,,,447.0,48,11.0,37.0,11.0,7.0,21.0,
9302,2025,32,,11.0,2.0,11.0,37.0,11.0,7.0,447.0,47,,,,,,,,377.0,27,,,11.0,2.0,30.0,7.0
9322,2013,25,,,10.0,,,,,0.0,169,,,,,,,,165.0,117,,,,10.0,,
9322,2014,26,,80.0,38.0,,,,10.0,165.0,115,,,,,,,,108.0,146,73.0,43.0,73.0,38.0,,10.0
9322,2015,27,,67.0,46.0,73.0,43.0,73.0,38.0,108.0,144,,,,,,,,105.0,148,999.0,,67.0,46.0,80.0,38.0
9322,2016,28,,69.0,22.0,DNF,,67.0,46.0,105.0,147,,,,,,,,136.0,127,76.0,65.0,69.0,22.0,67.0,46.0
9322,2017,29,,62.0,53.0,76.0,65.0,69.0,22.0,136.0,124,,,,,,,,50.0,166,98.0,,62.0,53.0,69.0,22.0
9322,2018,30,72.0,71.0,111.0,98.0,,62.0,53.0,50.0,163,,71.0,,76.0,1.0,,1.0,141.0,122,99.0,,71.0,111.0,62.0,53.0
9322,2019,31,134.0,57.0,,99.0,,71.0,111.0,141.0,116,72.0,71.0,72.0,71.0,,,1.0,180.0,110,,57.0,57.0,57.0,71.0,111.0
9322,2020,32,,,27.0,,57.0,57.0,57.0,180.0,105,,,,,,,,200.0,67,69.0,,69.0,27.0,57.0,
9322,2021,33,,56.0,,69.0,,69.0,27.0,200.0,67,,,,,,,,56.0,130,113.0,61.0,56.0,61.0,,27.0
9322,2022,34,,68.0,68.0,113.0,61.0,56.0,61.0,56.0,127,,,,,,,,46.0,131,,86.0,68.0,68.0,56.0,
9322,2023,35,,,104.0,,86.0,68.0,68.0,46.0,126,,,,,,,,6.0,129,,999.0,,104.0,68.0,68.0
9451,2012,21,,,,,,,,0.0,148,,,,,,,,131.0,129,,31.0,,31.0,,
9451,2013,22,,65.0,DNF,,31.0,,31.0,131.0,127,,,,,,,,163.0,118,,,65.0,999.0,,
9451,2014,23,,20.0,5.0,,,65.0,DNF,163.0,116,,,,,,,,417.0,62,,,20.0,5.0,65.0,999.0
9451,2015,24,DNF,40.0,2.0,,,20.0,5.0,417.0,62,,,,,1.0,1.0,0.0,661.0,29,,13.0,40.0,2.0,20.0,5.0
9451,2016,25,59.0,,11.0,,13.0,40.0,2.0,661.0,29,,,,,,,0.0,313.0,81,,,,11.0,40.0,2.0
9451,2017,26,65.0,59.0,16.0,,,,11.0,313.0,78,59.0,,59.0,,,,0.0,260.0,97,,37.0,59.0,16.0,,11.0
9451,2018,27,,17.0,39.0,,37.0,59.0,16.0,260.0,95,,,,,,,,124.0,128,52.0,24.0,17.0,24.0,59.0,16.0
9451,2019,28,,13.0,,52.0,24.0,17.0,24.0,124.0,122,,,,,,,,284.0,87,74.0,35.0,13.0,35.0,17.0,39.0
9451,2020,29,,,19.0,74.0,35.0,13.0,35.0,284.0,85,,,,,,,,24.0,128,44.0,,44.0,19.0,13.0,
9451,2021,30,,36.0,3.0,44.0,,44.0,19.0,24.0,125,,,,,,,,259.0,74,,,36.0,3.0,,19.0
9451,2022,31,,26.0,3.0,,,36.0,3.0,259.0,74,,,,,,,,334.0,67,,7.0,26.0,3.0,36.0,3.0
9451,2023,32,,29.0,16.0,,7.0,26.0,3.0,334.0,67,,,,,,,,429.0,58,102.0,,29.0,16.0,26.0,3.0
9451,2024,33,,18.0,12.0,102.0,,29.0,16.0,429.0,58,,,,,,,,228.0,67,42.0,,18.0,12.0,29.0,16.0
9451,2025,34,,18.0,61.0,42.0,,18.0,12.0,228.0,66,,,,,,,,53.0,75,9999.0,,18.0,61.0,18.0,12.0
9746,2017,23,,DNF,36.0,,,,,0.0,165,,,,,,,,245.0,104,70.0,,70.0,36.0,,
9746,2018,24,,100.0,,70.0,,70.0,36.0,245.0,101,,,,,,,,1274.0,12,52.0,,52.0,,999.0,36.0
9746,2019,25,,122.0,98.0,52.0,,52.0,,1274.0,12,,,,,,,,1978.0,4,60.0,999.0,60.0,98.0,100.0,
9746,2020,26,,104.0,,60.0,DNF,60.0,98.0,1978.0,4,,,,,,,,1136.0,9,131.0,,104.0,,122.0,98.0
9746,2021,27,,114.0,92.0,131.0,,104.0,,1136.0,9,,,,,,,,1022.0,18,999.0,2.0,114.0,2.0,104.0,
9746,2022,28,,115.0,91.0,DNF,2.0,114.0,2.0,1022.0,18,,,,,,,,636.0,35,84.0,,84.0,91.0,114.0,92.0
9746,2023,29,,82.0,90.0,84.0,,84.0,91.0,636.0,35,,,,,,,,462.0,53,134.0,69.0,82.0,69.0,115.0,91.0
9746,2024,30,112.0,120.0,68.0,134.0,69.0,82.0,69.0,462.0,53,,82.0,,82.0,1.0,,0.0,707.0,28,999.0,,120.0,68.0,82.0,90.0
9746,2025,31,,DNF,DNF,DNF,,120.0,68.0,707.0,27,,,,,,,,165.0,55,9999.0,,999.0,999.0,120.0,68.0
10382,2014,23,,,18.0,,,,,0.0,160,,,,,,,,394.0,65,,,,18.0,,
10382,2015,24,,,7.0,,,,18.0,394.0,65,,,,,,,,1525.0,4,999.0,36.0,999.0,7.0,,18.0
10382,2016,25,DNF,106.0,11.0,DNF,36.0,DNF,7.0,1525.0,4,,,,,1.0,1.0,0.0,652.0,34,,,106.0,11.0,,7.0
10382,2017,26,,91.0,7.0,,,106.0,11.0,652.0,32,,,,,,,,883.0,23,15.0,,15.0,7.0,106.0,11.0
10382,2018,27,88.0,89.0,36.0,15.0,,15.0,7.0,883.0,23,,91.0,,91.0,,,0.0,250.0,93,34.0,999.0,34.0,36.0,91.0,7.0
10382,2019,28,,35.0,87.0,34.0,DNF,34.0,36.0,250.0,90,,,,,,,,557.0,46,73.0,,35.0,87.0,89.0,36.0
10382,2020,29,119.0,53.0,70.0,73.0,,35.0,87.0,557.0,46,88.0,91.0,88.0,91.0,,,0.0,128.0,84,,,53.0,70.0,35.0,87.0
10382,2021,30,104.0,71.0,,,,53.0,70.0,128.0,84,88.0,91.0,88.0,133.0,,,0.0,379.0,61,76.0,,71.0,,53.0,70.0
10382,2022,31,,102.0,54.0,76.0,,71.0,,379.0,61,,,,,,,,724.0,32,53.0,58.0,53.0,54.0,71.0,
10382,2023,32,,99.0,81.0,53.0,58.0,53.0,54.0,724.0,32,,,,,,,,770.0,26,79.0,20.0,79.0,20.0,102.0,54.0
10382,2024,33,,113.0,71.0,79.0,20.0,79.0,20.0,770.0,26,,,,,,,,178.0,81,55.0,,55.0,71.0,99.0,81.0
10382,2025,34,,90.0,104.0,55.0,,55.0,71.0,178.0,78,,,,,,,,186.0,52,9999.0,,90.0,104.0,113.0,71.0
10802,2017,24,,138.0,14.0,,,,,0.0,165,,,,,,,,360.0,69,48.0,,48.0,14.0,,
10802,2018,25,,,,48.0,,48.0,14.0,360.0,68,,,,,,,,428.0,60,11.0,,11.0,,138.0,14.0
10802,2019,26,,83.0,41.0,11.0,,11.0,,428.0,59,,,,,,,,134.0,119,103.0,,83.0,41.0,,
10802,2020,27,,80.0,92.0,103.0,,83.0,41.0,134.0,113,,,,,,,,43.0,118,83.0,,80.0,92.0,83.0,41.0
10802,2021,28,,107.0,78.0,83.0,,80.0,92.0,43.0,117,,,,,,,,341.0,65,128.0,,107.0,78.0,80.0,92.0
10802,2022,29,124.0,141.0,56.0,128.0,,107.0,78.0,341.0,65,,107.0,,107.0,1.0,,0.0,325.0,70,,82.0,141.0,56.0,107.0,78.0
10802,2023,30,,104.0,,,82.0,141.0,56.0,325.0,70,,,,,,,,113.0,100,,,104.0,,141.0,56.0
10802,2024,31,,,,,,104.0,,113.0,98,,,,,,,,125.0,87,83.0,77.0,83.0,77.0,104.0,
10802,2025,32,,134.0,,83.0,77.0,83.0,77.0,125.0,83,,,,,,,,31.0,80,,,134.0,,,
10946,2013,23,,,DNF,,,,,0.0,169,,,,,,,,11.0,166,33.0,,33.0,999.0,,
10946,2014,24,,32.0,DNF,33.0,,33.0,DNF,11.0,155,,,,,,,,79.0,158,,61.0,32.0,61.0,,999.0
10946,2015,25,,70.0,63.0,,61.0,32.0,61.0,79.0,156,,,,,,,,14.0,179,68.0,46.0,68.0,46.0,32.0,999.0
10946,2016,26,,50.0,57.0,68.0,46.0,68.0,46.0,14.0,176,,,,,,,,167.0,116,48.0,20.0,48.0,20.0,70.0,63.0
10946,2017,27,68.0,35.0,29.0,48.0,20.0,48.0,20.0,167.0,113,,48.0,,48.0,1.0,,0.0,59.0,160,999.0,,35.0,29.0,50.0,57.0
10946,2018,28,DNF,48.0,,DNF,,35.0,29.0,59.0,157,68.0,48.0,68.0,48.0,,,0.0,25.0,171,28.0,,28.0,,35.0,29.0
10946,2019,29,,DNF,,28.0,,28.0,,25.0,159,,,,,,,,5.0,168,,58.0,999.0,58.0,48.0,
10946,2020,30,,67.0,,,58.0,DNF,58.0,5.0,152,,,,,,,,0.0,143,70.0,,67.0,,999.0,
10950,2012,22,,,,,,,,0.0,148,,,,,,,,17.0,169,,999.0,,999.0,,
10950,2014,24,,,39.0,,,,,0.0,160,,,,,,,,94.0,151,,17.0,,17.0,,
10950,2015,25,,DNF,4.0,,17.0,,17.0,94.0,149,,,,,,,,322.0,80,78.0,70.0,78.0,4.0,,39.0
10950,2016,26,,102.0,41.0,78.0,70.0,78.0,4.0,322.0,80,,,,,,,,168.0,115,41.0,51.0,41.0,41.0,999.0,4.0
10950,2017,27,132.0,79.0,22.0,41.0,51.0,41.0,41.0,168.0,112,,,,,1.0,1.0,0.0,453.0,53,57.0,,57.0,22.0,102.0,41.0
10950,2018,28,,100.0,23.0,57.0,,57.0,22.0,453.0,52,,,,,,,,297.0,83,30.0,9.0,30.0,9.0,79.0,22.0
10950,2019,29,120.0,65.0,10.0,30.0,9.0,30.0,9.0,297.0,80,132.0,,132.0,,,,0.0,199.0,104,,49.0,65.0,10.0,100.0,23.0
10950,2020,30,,DNF,53.0,,49.0,65.0,10.0,199.0,101,,,,,,,,0.0,143,,,999.0,53.0,65.0,10.0
11011,2014,22,,7.0,4.0,,,,,0.0,160,,,,,,,,714.0,30,16.0,,7.0,4.0,,
11011,2015,23,,24.0,14.0,16.0,,7.0,4.0,714.0,30,,,,,,,,567.0,43,9.0,16.0,9.0,14.0,7.0,4.0
11011,2016,24,,15.0,,9.0,16.0,9.0,14.0,567.0,43,,,,,,,,582.0,42,4.0,,4.0,,24.0,14.0
11011,2017,25,,10.0,DNF,4.0,,4.0,,582.0,40,,,,,,,,439.0,55,,45.0,10.0,45.0,15.0,
11011,2018,26,,6.0,,,45.0,10.0,45.0,439.0,54,,,,,,,,1090.0,20,8.0,,6.0,,10.0,999.0
11011,2019,27,,11.0,,8.0,,6.0,,1090.0,20,,,,,,,,987.0,19,7.0,,7.0,,6.0,
11011,2020,28,DNF,8.0,,7.0,,7.0,,987.0,19,,9.0,,10.0,1.0,,0.0,384.0,44,999.0,,8.0,,11.0,
11011,2021,29,44.0,15.0,,DNF,,8.0,,384.0,44,,9.0,,10.0,,,1.0,525.0,45,,10.0,15.0,10.0,8.0,
11011,2022,30,,36.0,,,10.0,15.0,10.0,525.0,45,,,,,,,,375.0,63,29.0,10.0,29.0,10.0,15.0,
11011,2023,31,,30.0,26.0,29.0,10.0,29.0,10.0,375.0,63,,,,,,,,724.0,31,67.0,,30.0,26.0,36.0,
11011,2024,32,72.0,26.0,,67.0,,30.0,26.0,724.0,31,44.0,9.0,44.0,15.0,,,0.0,277.0,60,37.0,999.0,26.0,999.0,30.0,26.0
11011,2025,33,,45.0,,37.0,DNF,26.0,DNF,277.0,59,,,,,,,,113.0,63,,,45.0,,26.0,
11828,2017,22,,135.0,75.0,,,,,0.0,165,,,,,,,,253.0,99,100.0,,100.0,75.0,,
11828,2018,23,,61.0,73.0,100.0,,100.0,75.0,253.0,96,,,,,,,,303.0,80,99.0,,61.0,73.0,135.0,75.0
11828,2019,24,114.0,46.0,44.0,99.0,,61.0,73.0,303.0,77,,99.0,,99.0,1.0,,0.0,625.0,40,7.0,,7.0,44.0,61.0,73.0
11828,2020,25,,DNF,69.0,7.0,,7.0,44.0,625.0,40,,,,,,,,283.0,52,25.0,,25.0,69.0,46.0,44.0
11828,2021,26,94.0,33.0,,25.0,,25.0,69.0,283.0,52,114.0,99.0,114.0,99.0,,,0.0,403.0,57,96.0,,33.0,,999.0,69.0
11828,2022,27,,46.0,28.0,96.0,,33.0,,403.0,57,,,,,,,,767.0,26,,78.0,46.0,28.0,33.0,
11828,2023,28,,64.0,75.0,,78.0,46.0,28.0,767.0,26,,,,,,,,616.0,39,72.0,34.0,64.0,34.0,46.0,28.0
11828,2024,29,,58.0,,72.0,34.0,64.0,34.0,616.0,39,,,,,,,,304.0,58,47.0,46.0,47.0,46.0,64.0,75.0
11828,2025,30,,51.0,40.0,47.0,46.0,47.0,46.0,304.0,57,,,,,,,,281.0,39,9999.0,,51.0,40.0,58.0,
12474,2014,22,,57.0,,,,,,0.0,160,,,,,,,,447.0,56,98.0,60.0,57.0,60.0,,
12474,2015,23,,43.0,2.0,98.0,60.0,57.0,60.0,447.0,56,,,,,,,,1029.0,14,10.0,,10.0,2.0,57.0,
12474,2016,24,41.0,6.0,1.0,10.0,,10.0,2.0,1029.0,14,,,,,1.0,1.0,0.0,1426.0,8,,,6.0,1.0,43.0,2.0
12474,2017,25,,5.0,78.0,,,6.0,1.0,1426.0,8,,,,,,,,1199.0,12,4.0,23.0,4.0,23.0,6.0,1.0
12474,2018,26,33.0,4.0,,4.0,23.0,4.0,23.0,1199.0,12,41.0,68.0,41.0,68.0,,,0.0,2166.0,2,,1.0,4.0,1.0,5.0,78.0
12474,2019,27,5.0,6.0,,,1.0,4.0,1.0,2166.0,2,33.0,68.0,33.0,68.0,,,0.0,2628.0,2,,94.0,6.0,94.0,4.0,
12474,2020,28,36.0,16.0,DNF,,94.0,6.0,94.0,2628.0,2,5.0,68.0,5.0,68.0,,,0.0,1277.0,5,,,16.0,999.0,6.0,
12474,2021,29,30.0,41.0,2.0,,,16.0,DNF,1277.0,5,5.0,68.0,5.0,,,,0.0,2145.0,3,,3.0,41.0,2.0,16.0,999.0
12474,2022,30,,24.0,2.0,,3.0,41.0,2.0,2145.0,3,,,,,,,,572.0,38,999.0,999.0,24.0,2.0,41.0,2.0
12474,2023,31,33.0,10.0,,DNF,DNF,24.0,2.0,572.0,38,5.0,68.0,30.0,,,,0.0,755.0,27,,39.0,10.0,39.0,24.0,2.0
12474,2024,32,,6.0,,,39.0,10.0,39.0,755.0,27,,,,,,,,1051.0,15,,14.0,6.0,14.0,10.0,
12474,2025,33,,5.0,20.0,,14.0,6.0,14.0,1051.0,15,,,,,,,,304.0,37,9999.0,,5.0,20.0,6.0,
12481,2012,19,,,,,,,,0.0,148,,,,,,,,69.0,152,,33.0,,33.0,,
12481,2014,21,,,6.0,,,,,0.0,160,,,,,,,,399.0,64,,44.0,,6.0,,
12481,2015,22,135.0,94.0,54.0,,44.0,,6.0,399.0,64,,,,,1.0,1.0,0.0,155.0,136,,,94.0,54.0,,6.0
12481,2016,23,,,22.0,,,94.0,54.0,155.0,135,,,,,,,,485.0,52,999.0,8.0,999.0,8.0,94.0,54.0
12481,2017,24,161.0,107.0,7.0,DNF,8.0,DNF,8.0,485.0,50,135.0,,135.0,,,,0.0,337.0,76,,999.0,107.0,7.0,,22.0
12481,2018,25,,106.0,82.0,,DNF,107.0,7.0,337.0,75,,,,,,,,515.0,47,999.0,,106.0,82.0,107.0,7.0
12481,2019,26,,DNF,92.0,DNF,,106.0,82.0,515.0,46,,,,,,,,696.0,33,23.0,,23.0,92.0,106.0,82.0
12481,2020,27,,70.0,4.0,23.0,,23.0,92.0,696.0,33,,,,,,,,908.0,13,7.0,,7.0,4.0,999.0,92.0
12481,2021,28,,53.0,,7.0,,7.0,4.0,908.0,13,,,,,,,,936.0,22,118.0,21.0,53.0,21.0,70.0,4.0
12481,2022,29,106.0,DNF,18.0,118.0,21.0,53.0,21.0,936.0,22,135.0,118.0,,118.0,,,0.0,539.0,42,,31.0,999.0,18.0,53.0,
12481,2023,30,,83.0,,,31.0,DNF,18.0,539.0,42,,,,,,,,440.0,56,18.0,14.0,18.0,14.0,999.0,18.0
12481,2024,31,,DNF,92.0,18.0,14.0,18.0,14.0,440.0,56,,,,,,,,49.0,100,78.0,62.0,78.0,62.0,83.0,
12481,2025,32,,DNF,50.0,78.0,62.0,78.0,62.0,49.0,95,,,,,,,,19.0,83,,,999.0,50.0,999.0,92.0
14716,2013,25,46.0,DNF,,,,,,0.0,169,,,,,1.0,1.0,0.0,216.0,97,,,999.0,,,
14716,2014,26,,11.0,8.0,,,DNF,,216.0,97,,,,,,,,543.0,41,26.0,,11.0,8.0,999.0,
14716,2015,27,26.0,14.0,9.0,26.0,,11.0,8.0,543.0,41,46.0,11.0,46.0,11.0,,,0.0,909.0,18,,,14.0,9.0,11.0,8.0
14716,2016,28,20.0,15.0,5.0,,,14.0,9.0,909.0,18,26.0,11.0,26.0,11.0,,,0.0,519.0,46,,,15.0,5.0,14.0,9.0
14716,2017,29,13.0,18.0,,,,15.0,5.0,519.0,44,20.0,11.0,20.0,11.0,,,0.0,939.0,20,,,18.0,,15.0,5.0
14716,2018,30,DNF,8.0,,,,18.0,,939.0,20,13.0,11.0,13.0,,,,0.0,666.0,34,29.0,,8.0,,18.0,
14716,2019,31,41.0,29.0,12.0,29.0,,8.0,,666.0,34,13.0,11.0,13.0,,,,1.0,365.0,73,,,29.0,12.0,8.0,
14716,2020,32,35.0,,,,,29.0,12.0,365.0,72,13.0,11.0,13.0,29.0,,,0.0,103.0,96,,,,,29.0,12.0
14716,2021,33,,DNF,28.0,,,,,103.0,95,,,,,,,,199.0,90,,,999.0,28.0,,
14716,2022,34,DNF,25.0,,,,DNF,28.0,199.0,89,13.0,11.0,35.0,29.0,,,0.0,732.0,30,,,25.0,,999.0,28.0
14716,2023,35,,37.0,,,,25.0,,732.0,30,,,,,,,,102.0,105,,,37.0,,25.0,
14716,2024,36,,75.0,,,,37.0,,102.0,101,,,,,,,,107.0,94,,19.0,75.0,19.0,37.0,
14737,2014,22,,,24.0,,,,,0.0,160,,,,,,,,211.0,111,,13.0,,13.0,,
14737,2015,23,127.0,123.0,28.0,,13.0,,13.0,211.0,111,,,,,1.0,1.0,0.0,445.0,60,,,123.0,28.0,,24.0
14737,2016,24,157.0,DNF,DNF,,,123.0,28.0,445.0,60,127.0,,127.0,,,,0.0,435.0,62,60.0,,60.0,999.0,123.0,28.0
14737,2017,25,133.0,DNF,DNF,60.0,,60.0,DNF,435.0,59,127.0,,127.0,,,,0.0,465.0,49,,8.0,999.0,8.0,999.0,999.0
14737,2018,26,124.0,DNF,46.0,,8.0,DNF,8.0,465.0,49,127.0,,127.0,,,,0.0,1057.0,21,,999.0,999.0,46.0,999.0,999.0
14737,2019,27,DNF,DNF,30.0,,DNF,DNF,46.0,1057.0,21,124.0,,124.0,,,,0.0,836.0,25,,32.0,999.0,30.0,999.0,46.0
14737,2020,28,107.0,,DNF,,32.0,DNF,30.0,836.0,25,124.0,,124.0,,,,0.0,144.0,79,31.0,,31.0,999.0,999.0,30.0
14737,2021,29,91.0,65.0,,31.0,,31.0,DNF,144.0,79,107.0,,107.0,,,,0.0,1337.0,9,23.0,,23.0,,,999.0
14737,2022,30,74.0,DNF,,23.0,,23.0,,1337.0,9,91.0,,91.0,,,,0.0,1395.0,8,,1.0,999.0,1.0,65.0,
14737,2023,31,80.0,89.0,,,1.0,DNF,1.0,1395.0,8,74.0,,74.0,,,,0.0,1375.0,6,,,89.0,,999.0,
14737,2024,32,84.0,DNF,,,,89.0,,1375.0,6,74.0,,74.0,,,,1.0,900.0,20,4.0,999.0,4.0,999.0,89.0,
15752,2015,22,,96.0,,,,,,0.0,173,,,,,,,,528.0,47,,5.0,96.0,5.0,,
15752,2016,23,,12.0,2.0,,5.0,96.0,5.0,528.0,47,,,,,,,,890.0,21,28.0,,12.0,2.0,96.0,
15752,2017,24,29.0,14.0,,28.0,,12.0,2.0,890.0,19,,28.0,,28.0,1.0,,0.0,672.0,32,,,14.0,,12.0,2.0
15752,2018,25,13.0,3.0,,,,14.0,,672.0,32,29.0,28.0,29.0,28.0,,,0.0,1186.0,16,,,3.0,,14.0,
15752,2019,26,,32.0,,,,3.0,,1186.0,16,,,,,,,,528.0,48,6.0,,6.0,,3.0,
15752,2020,27,DNF,70.0,,6.0,,6.0,,528.0,48,13.0,28.0,13.0,35.0,,,0.0,110.0,92,,,70.0,,32.0,
15752,2021,28,47.0,11.0,,,,70.0,,110.0,92,13.0,28.0,13.0,35.0,,,0.0,687.0,34,,5.0,11.0,5.0,70.0,
15752,2022,29,56.0,14.0,5.0,,5.0,11.0,5.0,687.0,34,13.0,28.0,47.0,35.0,,,0.0,800.0,25,,,14.0,5.0,11.0,
15752,2023,30,75.0,14.0,43.0,,,14.0,5.0,800.0,25,13.0,28.0,47.0,,,,0.0,380.0,63,999.0,,14.0,43.0,14.0,5.0
15752,2024,31,,DNF,DNF,DNF,,14.0,43.0,380.0,63,,,,,,,,139.0,86,,999.0,999.0,999.0,14.0,43.0
15752,2025,32,,48.0,2.0,,DNF,DNF,DNF,139.0,82,,,,,,,,313.0,35,,,48.0,2.0,999.0,999.0
16154,2014,22,,,,,,,,0.0,160,,,,,,,,178.0,118,,87.0,,87.0,,
16154,2015,23,,DNF,128.0,,87.0,,87.0,178.0,118,,,,,,,,334.0,77,,32.0,999.0,32.0,,
16154,2016,24,170.0,DNF,95.0,,32.0,DNF,32.0,334.0,77,,,,,1.0,1.0,0.0,860.0,24,,57.0,999.0,57.0,999.0,128.0
16154,2017,25,DNF,DNF,82.0,,57.0,DNF,57.0,860.0,22,170.0,,170.0,,,,0.0,579.0,36,,999.0,999.0,82.0,999.0,95.0
16154,2018,26,,95.0,,,DNF,DNF,82.0,579.0,36,,,,,,,,200.0,102,92.0,999.0,92.0,999.0,999.0,82.0
16154,2019,27,,120.0,56.0,92.0,DNF,92.0,DNF,200.0,99,,,,,,,,178.0,111,92.0,46.0,92.0,46.0,95.0,
16154,2020,28,,DNF,69.0,92.0,46.0,92.0,46.0,178.0,106,,,,,,,,157.0,75,,,999.0,69.0,120.0,56.0
16154,2021,29,DNF,114.0,8.0,,,DNF,69.0,157.0,75,170.0,,,,,,0.0,325.0,66,,81.0,114.0,8.0,999.0,69.0
16154,2022,30,,DNF,64.0,,81.0,114.0,8.0,325.0,66,,,,,,,,510.0,46,120.0,,120.0,64.0,114.0,8.0
16154,2023,31,,DNF,DNF,120.0,,120.0,64.0,510.0,46,,,,,,,,217.0,82,111.0,,111.0,999.0,999.0,64.0
16154,2024,32,136.0,128.0,121.0,111.0,,111.0,DNF,217.0,82,170.0,120.0,,120.0,,,0.0,123.0,89,999.0,,128.0,121.0,999.0,999.0
16154,2025,33,,131.0,94.0,DNF,,128.0,121.0,123.0,85,,,,,,,,45.0,78,,,131.0,94.0,128.0,121.0
16581,2016,22,,,40.0,,,,,0.0,178,,,,,,,,23.0,169,44.0,78.0,44.0,40.0,,
16581,2017,23,,,68.0,44.0,78.0,44.0,40.0,23.0,160,,,,,,,,188.0,119,,14.0,,14.0,,40.0
16581,2018,24,,,11.0,,14.0,,14.0,188.0,116,,,,,,,,240.0,95,55.0,35.0,55.0,11.0,,68.0
16581,2019,25,136.0,64.0,6.0,55.0,35.0,55.0,11.0,240.0,92,,,,,1.0,1.0,0.0,480.0,57,55.0,,55.0,6.0,,11.0
16581,2020,26,,DNF,19.0,55.0,,55.0,6.0,480.0,57,,,,,,,,473.0,37,81.0,3.0,81.0,3.0,64.0,6.0
16581,2021,27,,138.0,33.0,81.0,3.0,81.0,3.0,473.0,37,,,,,,,,255.0,77,21.0,40.0,21.0,33.0,999.0,19.0
16581,2022,28,,105.0,82.0,21.0,40.0,21.0,33.0,255.0,77,,,,,,,,24.0,138,,66.0,105.0,66.0,138.0,33.0
16581,2023,29,,86.0,12.0,,66.0,105.0,66.0,24.0,132,,,,,,,,150.0,93,17.0,22.0,17.0,12.0,105.0,82.0
16581,2024,30,,89.0,10.0,17.0,22.0,17.0,12.0,150.0,92,,,,,,,,188.0,78,27.0,46.0,27.0,10.0,86.0,12.0
16581,2025,31,,DNF,16.0,27.0,46.0,27.0,10.0,188.0,75,,,,,,,,148.0,56,,,999.0,16.0,89.0,10.0
16660,2015,21,,,,,,,,0.0,173,,,,,,,,185.0,121,,5.0,,5.0,,
16660,2016,22,,,40.0,,5.0,,5.0,185.0,120,,,,,,,,0.0,177,,57.0,,40.0,,
16660,2017,23,,,51.0,,57.0,,40.0,0.0,165,,,,,,,,92.0,147,,,,51.0,,40.0
16660,2018,24,,73.0,41.0,,,,51.0,92.0,144,,,,,,,,269.0,89,,68.0,73.0,41.0,,51.0
16660,2019,25,,93.0,,,68.0,73.0,41.0,269.0,86,,,,,,,,470.0,59,,3.0,93.0,3.0,73.0,41.0
16660,2020,26,85.0,60.0,102.0,,3.0,93.0,3.0,470.0,59,,73.0,,73.0,1.0,,0.0,51.0,114,,,60.0,102.0,93.0,
16660,2021,27,,21.0,,,,60.0,102.0,51.0,113,,,,,,,,171.0,99,,999.0,21.0,999.0,60.0,102.0
16660,2022,28,78.0,37.0,43.0,,DNF,21.0,DNF,171.0,98,85.0,73.0,85.0,100.0,,,0.0,199.0,87,,12.0,37.0,12.0,21.0,
16660,2023,29,50.0,54.0,,,12.0,37.0,12.0,199.0,87,78.0,73.0,78.0,,,,0.0,290.0,73,,69.0,54.0,69.0,37.0,43.0
16660,2024,30,66.0,21.0,,,69.0,54.0,69.0,290.0,73,50.0,73.0,50.0,,,,0.0,205.0,73,43.0,,21.0,,54.0,
16660,2025,31,,82.0,57.0,43.0,,21.0,,205.0,70,,,,,,,,3.0,92,9999.0,,82.0,57.0,21.0,
16672,2014,19,,,23.0,,,,,0.0,160,,,,,,,,267.0,93,,,,23.0,,
